id,area_um2,equiv_d_um,perimeter_um,circularity,cx_um,cy_um
0,3582.8250109956043,67.54105777870078,217.77672786719822,0.9493197691643489,-279.1254673102899,-224.1542201945301
1,2274.0464104808275,53.80897524007719,172.2379881702216,0.9632772416029362,-46.697506274817755,68.19354071111393
2,1686.2393293763546,46.33558671312662,146.0803528171824,0.9929913383326339,-22.64988190505987,-110.89236617716591
3,5828.300241721986,86.14419508214085,272.4401614021253,0.9867554240789321,-392.62821236203604,161.32030301326
4,355.39889099460606,21.27223359615426,67.64509419743761,0.9760078721061097,-402.3463929605701,65.2351268324925
5,1473.5270576047565,43.31458091658771,139.31718734108577,0.9540224246969904,407.40756199688457,34.09419642135968
6,340.95660991996203,20.835533081467748,69.67625342310575,0.8825501602083466,95.46087956919807,254.70338420057737
7,3262.197167438617,64.44810653778651,206.78363320802728,0.9587110808479089,-101.84575387076696,-161.41696134863147
8,229.80195533900275,17.105348198592218,56.406015650236114,0.9076381388198479,-48.10136678328337,189.05091450762717
9,2477.0573899515125,56.15948204412799,177.9948230681797,0.9824969037549814,261.5747126722981,-229.15594955984326
10,3660.4276904154553,68.26859663183767,219.53183229836898,0.9544357356180767,376.5053531366632,-33.987716355155094
11,3575.3442582855623,67.47050982237342,217.2110310560138,0.9522784902862986,-269.50504705531205,-0.08099551239904491
12,3045.738756498194,62.27322882030448,196.18741154805736,0.9943979932518588,-39.555418188805284,-362.48591308691647
13,866.0206751345726,33.20620077846277,106.5949631648765,0.9577777784355072,332.07813142758783,218.63615954329774
14,1344.9043556782726,41.3809788373371,135.9319934256027,0.9146562208700982,177.05828830687506,65.70486205075575
15,2398.7394921276614,55.264545405665636,180.65677632167308,0.9236010897466486,-229.22155063580442,-100.24320883267472
16,2253.016318230716,53.55958804271154,170.9064221475813,0.9692982670183267,64.57621821762243,-375.31750846258973
17,6207.368993907395,88.90144921094266,282.75778122267394,0.9756370768745545,24.73691058638344,137.10425763810562
18,389.28883991846106,22.26337677236454,70.71415529229586,0.9782933508360049,55.425689632006126,388.2921492917405
19,580.9673809693505,27.197622021996622,88.32741001316366,0.9357732389874797,-296.33334062946483,-90.29355930589628
20,1824.2273607039383,48.194174069446504,154.57904079302676,0.9593732680653172,-60.12477704679946,394.71551967187713
21,4919.879509658624,79.14660540433557,255.4644808103532,0.9473343393944015,236.9654130571646,138.96054781430146
22,1700.024461703461,46.52459963995343,149.46841046658193,0.9562384499425138,-64.20237602205971,296.7924942528201
23,1960.466816742952,49.96142389102006,169.8277549074303,0.8541851620361962,128.14230255337583,-81.9188822079776
24,247.64240712572445,17.756917122796885,56.855645890155934,0.9626927156604096,146.0086434831467,96.13078541198877
25,3440.708839874724,66.18796383670028,214.19262718398832,0.9424292393001322,302.4593304735674,-155.1419849635787
26,3194.6761031344263,63.77764457183395,201.47705080706316,0.9889754865366474,-163.52122599514553,-56.96542614331754
